Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn
Sr. Data Scientist,Employer Provided Salary:$80 - $90 Per Hour,"Bachelor's degree in statistics, applied mathematics, or related discipline.
o Deep knowledge of a variety of machine learning techniques (clustering, decision
tree learning, artificial neural networks, etc.) and their real-world
advantages/drawbacks.
o Programming experience in Python, Java, Scala, R, etc. including neural network
implementation, training, experimentation, and evaluation
o Ability to apply common modeling best practices to build models using high-volume,
asynchronous time series data in big data environments.
o Advanced pattern recognition and predictive modeling experience.
Desired Qualifications
o Master's degree preferred.
o Strong analytical ability; problem deconstruction, statistical thinking, meticulous
forensic analysis, data validation, and scientific rigor with algorithms.
o Programming experience with Big Data preparation/preprocessing, streaming data
pipelines, and/or model deployment.
o Experience on a broad set of Client approaches and techniques, ranging from Recursive
Neural Network (e.g., LSTMs), ARIMA, GARCH.
o Geospatial analysis experience.
o Traffic data fusion algorithms and techniques.",4.8,"AGM Tech Solutions
4.8",Remote,51 to 200 Employees,2018,Company - Private,HR Consulting,Human Resources & Staffing,$5 to $25 million (USD),1,1,80,90,85.0,"AGM Tech Solutions
",-1,2,1,0,0,0,0
"Data Scientist, Spotify For Artists",$87K - $137K (Glassdoor est.),"Data, Research & Insights
Data Science
Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.
Location
New York or Remote Americas
Job type
Permanent",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,0,0,87,137,112.0,"Spotify
", NY,14,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70 - $80 Per Hour,"Title: DATA SCIENTISIT - Machine Learning
Location: San Francisco, CA(Remote)
Duration: Long Term
Job Description:
*
- 5+ years’ experience with building and managing distributed training and learning infrastructures and ML pipelines
ML tools would be things such as ML Flow, Tensorflow, PyTorch, Sklearn, XGBoost, Light GBM, Facebook Prophet, and NLTK.
Experience designing, deploying, and administering a Kubernetes cluster",3.9,"Denken Solutions Inc
3.9",Remote,1 to 50 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),1,1,70,80,75.0,"Denken Solutions Inc
",-1,4,0,0,0,0,0
Junior Data Scientist,Employer Provided Salary:$55K - $60K,"Brookfield, WI, USA
Summary:
Hiring Fresher to 1 year experience in Data Science, ML with python and strong analytical skills with a passion to take part in R&D.
About AugRay:
Augray is on a mission to build next generation method of communication using Extended Reality – XR (AR/ VR/ MR) technologies and change the way businesses re conducted and how interactions happen with people. In an age where innovation is happening all around us, there’s commonality – people are driving these changes. We offer a solution that helps to articulate product demonstration and how people conversation takes place using smartphones and wearable glasses.",4.3,"Augray
4.3","Brookfield, WI",51 to 200 Employees,2014,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,1,55,60,57.5,"Augray
", WI,6,1,0,0,0,0
NLP Data Scientist / Engineer,Employer Provided Salary:$140K - $230K,"To solve climate change, wealth inequality, supply chain stability, and national security we must change how our global supply chains work. Altana is a Trusted Commerce Platform built on a shared source of truth for the global supply chain. The purpose of Altana is to enable resilient, sustainable, secure, and inclusive global commerce: Globalization 2.0.

We have built a layer of shared intelligence across the world's supply chain information: a living map of trillions of dollars of B2B commercial activity, covering 400M companies connected by billions of shipments. This knowledge graph powers Altana's Trusted Commerce Platform - the Altana Atlas - which, after only three years since founding, is already used by many of the world's most important governments, enterprises, and logistics providers.",4.0,"Altana AI
4.0","Brooklyn, NY",51 to 200 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,1,140,230,185.0,"Altana AI
", NY,2,0,0,0,0,0
Data Scientist,Employer Provided Salary:$105K - $125K,"WHAT WE WANT
FriendFinder Networks is looking for a Data Scientist with the primary responsibility to query and analyze large disparate datasets looking for relationships and trends typically related to increasing revenue, improving membership conversions, fraud detection and prevention, and providing actionable insights for solutions to business problems. You will communicate your findings and make presentations to senior management on a regular basis. Your contributions will ensure FriendFinder Networks will continue to provide our customers the best possible user experience for everyone who visits our web sites 24 hours a day, every day of the year, all over the world.
WHAT YOU WILL DO
Analyze complex data to provide recommendations for maximizing profitable revenue, traffic conversion opportunities, and reducing costs to support business objectives",3.0,"FriendFinder Networks
3.0",Remote,201 to 500 Employees,1996,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),0,1,105,125,115.0,"FriendFinder Networks
",-1,24,0,0,0,0,0
Data Scientist,Employer Provided Salary:$78K - $191K,"Bachelor’s Degree in a quantitative field required with minimum of 1 year of’ experience; Master’s degree preferred.
· Knowledge of a variety of machine learning techniques and their real-world advantages/drawbacks.
· Knowledge of advanced statistical techniques and concepts and experience with applications.
· Ability to write clean and concise code, especially in R or Python.
· Keen eye for detail and thoughtful investigation of data before relying upon it.
· Ability to work in a professional, confident manner.",-1.0,Synaty Technologies,Remote,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,1,78,191,134.5,Synaty Technologies,-1,-1,1,0,0,0,0
data scientist (multiple openings) - Remote,$68K - $112K (Glassdoor est.),"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 22, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,"Starbucks
3.8","Seattle, WA",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),0,0,68,112,90.0,"Starbucks
", WA,49,0,0,0,0,0
Data Scientist,$102K - $150K (Glassdoor est.),"Team
Data Science & Analytics
Location
San Francisco, CA",4.8,"Retool
4.8","San Francisco, CA",51 to 200 Employees,2017,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,0,0,102,150,126.0,"Retool
", CA,3,0,0,0,0,0
Data Scientist,Employer Provided Salary:$85 Per Hour,"Job Title: Data Scientist
Location: Santa Clara, CA (day 1 onsite)
Type : Contract
Job Description:
a. Python coding
b. Python DS libraries: EDA and model training
i. EDA - Numpy, pandas, matlplotlib, seaborn etc. ii. Modeling - Sklearn, tensorflow, pytorch etc.
iii. NLP – nltk, spacy, fuzzywuzzy etc.",-1.0,Zodiac Solution Inc,"Sunnyvale, CA",-1,-1,-1,-1,-1,-1,1,1,85,85,85.0,Zodiac Solution Inc, CA,-1,1,0,0,0,0
Data Scientist,$108K - $151K (Glassdoor est.),"LiveRamp is the leading data connectivity platform. We believe connected data has the power to change the world. Our platform powers insights and experiences centered around the needs of real people, and in ways that keep the Internet open for all. LiveRampers thrive on building together with curiosity and humility—and have a good bit of fun along the way. We're always looking for smart, kind, and creative people to grow our team and impact.
Mission: LiveRamp makes it safe and easy for businesses to use data effectively.
LiveRamp is currently ramping up its Safe Haven business in the U.S. and is in need of a skilled Data Scientist who can tell our customers a story with their data. You'll work directly with our largest and most complex clients' datasets and data teams to help them derive value from the newly unlocked potential that Safe Haven provides them.",4.1,"LiveRamp
4.1","New York, NY",1001 to 5000 Employees,2005,Company - Public,Computer Hardware Development,Information Technology,$100 to $500 million (USD),0,0,108,151,129.5,"LiveRamp
", NY,15,0,0,0,0,0
Data Scientist,$104K - $152K (Glassdoor est.),"The Department of Operational Support (DOS) was established to provide end-to-end operational support, advisory services and other solutions to entities across the Secretariat, including departments, offices away from headquarters, peace operations, regional commissions and tribunals.

The Human Resources Services Division (HRSD) provides dedicated services in support of human resources requirements of client entities, from process development through service delivery. The Division establishes and manages rosters across all job families, organizes testing and examinations, provides operational support and other advisory service for clients for the full spectrum of their delegated authorities, and supports managers and business partners in the use of non-staff personnel.

The Programme Management and Business Analytics Section (PMBAS) is the project management office overseeing change management and process improvement within HRSD as well as providing project management support and quality assurance. It supports the performance framework with a focus on developing systems for monitoring and evaluation (such as dashboards and business intelligence tools) and benefits realization plans. PMBAS is
also responsible for responding to oversight bodies as the Division focal point for audit, risk management, work planning, and training and capacity building programs, performing these functions in cooperation with others in DOS and DMSPC.

This section is responsible for enabling the performance of the Division’s business operations and continuous improvement projects through strategic planning, project management support, data and analytics, providing access to learning and development opportunities, and coordination with key stakeholders, including oversight bodies, on audit, risk management, and internal control activities related to human resources management in the United Nations Secretariat.

This position is in the Programme Management and Business Analytics Section (PMBAS) in the Human Resources Services Division (HRSD) of the Department of Operational Support (DOS). The incumbent reports to the Section Chief.
Responsibilities


Competencies




Education
Work Experience






Languages
Assessment
Special Notice






United Nations Considerations










No Fee",4.0,"United Nations
4.0","New York, NY",10000+ Employees,1945,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable,0,0,104,152,128.0,"United Nations
", NY,75,0,0,0,0,0
Data Scientist (Remote),Employer Provided Salary:$45 - $50 Per Hour,"Data Scientist (Remote)
4 Month contract
Purchase, New York
Must have skills: Data science , Advanced analytics, Scripting languages like Python, R and SQL.
Responsibilities
Act as the day to day project and technical lead for the Workforce Analytics & Innovation team.
Coordinate and liaise with internal teams such as the data science team and operations & technology team to build the data science solution for the identified use cases leveraging passive organizational network analysis data.
Leverage data science techniques such as natural language processing, machine learning, knowledge graphs— to reveal insights hidden within structured and unstructured data sources.
Partner with (and challenge) key stakeholders to effectively understand the use case and objectives of this project and provide subject matter expertise on organizational network analysis.
Align the project outcomes to ensure that insights and recommendations can be actioned.
Work closely with experts in the data and AI governance teams to ensure compliance with governance framework at all times during execution of project.
Be an advocate for the appropriate use of data and insights to support the use case objectives.
Anticipate bottlenecks, provide escalation management, and balance business needs versus technical constraints.
Provide project updates to key stakeholders on a regular basis.
2+ years work experience in a data science or advanced analytics role. Experience in a people analytics role is beneficial. Demonstrable experience of conducting organizational network analysis (ONA) using passive data will be highly beneficial.
You are able to use scripting languages like Python, R and SQL to work efficiently at scale with structured and unstructured data sets.
Experience in applying data science techniques such as machine learning, natural language processing (NLP) and more.
End-to-end problem-solving and communication abilities: diagnosis, data cleaning, integration and transformation, analysis, visualization, and presentation.
Ability to translate results of analyses into data-driven insights to ensure key messages resonate with the target audience.
Ability to work within the confines of data governance and privacy standards.
Ability to collaborate with peers and cross functional teams, working across multiple time zones
Creative and nimble with ability to overcome obstacles to solve problems
Flexible and responsive, with ability to adapt to rapid change in direction or business priority.",4.0,"Harveynash Group
4.0",Remote,Unknown,1988,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,Unknown / Non-Applicable,1,1,45,50,47.5,"Harveynash Group
",-1,32,1,0,0,0,0
Data Scientist,$73K - $104K (Glassdoor est.),"We are more than a health system. We are a belief system. We believe wellness and sickness are both part of a lifelong partnership, and that everyone could use an expert guide. We work hard, care deeply and reach further to help people uncover their own power to be healthy. We inspire hope. We learn, grow, and achieve more – in our careers and in our communities.
Job Description Summary:
The Data Scientist is responsible for understanding, preparing, processing and analyzing data to generate data driven insights, through the use of predictive analytic tools and models that support operational planning and/or decision making needs. They will utilize their analytical, statistical, and programming skills to collect, analyze, and interpret large data sets. Research and devise innovative statistical models for data analysis. They will be responsible for identifying and recommending new uses for existing data as well as articulating a data acquisition strategy that will bring new organizational insights. Serves as subject matter expert and provides guidance to leaders in data interpretation. Communicate findings to all stakeholders.
Bachelor's Degree (Required)
Day
40
IS EDW Reporting",3.7,"OhioHealth
3.7","Dublin, OH",10000+ Employees,1891,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),0,0,73,104,88.5,"OhioHealth
", OH,129,0,0,0,0,0
Data Scientist,$98K - $140K (Glassdoor est.),"Who We Are
Cisco is undergoing a business evolution. At the center of it is the convergence of product portfolio and platforms, the evolution of our Supply Chain models and practices, and the transition to Cloud. Global Manufacturing Business Strategy & Transformation team is looking for a hands-on data scientist as part of its Data Science & Innovation team. The remit of this role is to work on the core optimization capabilities of the company in an agile environment, building critical, highly scalable optimization applications. The role requires a strong understanding of various optimization algorithms as well as practical experience of working with open-source and commercial solvers.

Responsibilities:
Answer important product and business questions, by applying appropriate Operations Research, Machine Learning or Advance Data Science Algorithms. Synthesize and apply relevant insights from the academic literature on Operations Research to Cisco problems. Develop decision support systems, tools, and models that are scalable and reproducible to assist in strategizing growth and decision making for Cisco supply chain capabilities.",4.3,"Cisco Systems
4.3","San Jose, CA",10000+ Employees,1984,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,98,140,119.0,"Cisco Systems
", CA,36,0,0,0,0,0
Data Scientist,Employer Provided Salary:$110K - $130K,"Job Title: Data Scientist - Remote
Our client is searching for a Data Scientist to fill a remote, permanent role in a growing organization that uses AI, ML, and analytics to drive best-in-class industry insights for customers.
Primary responsibilities for this role include optimizing outcomes using machine learning, natural language processing (NLP), semantic analysis along with, and other techniques.
Top Skills Required:
Graduate degree in Computer Science, Applied Mathematics, Statistics
5 yrs experience with Python/R or similar",-1.0,"Neophoenix Industries, LLC. | Information Technology Recruiter",Remote,-1,-1,-1,-1,-1,-1,0,1,110,130,120.0,"Neophoenix Industries, LLC. | Information Technology Recruiter",-1,-1,1,0,0,0,0
Jr. Data Scientist,$65K - $80K (Employer est.)," Apply Statistical and Machine Learning methods to specific business problems and data.
 Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
 Using tools such as Tableau, Looker and GoogleData Studio to aggregate data from across our software tools to build and develop dashboards for both client-facing and internal purposes across the company that feature relevant KPIs and metrics
 Create data dashboards and other data visualization tools to track progress to inform continuous quality improvement of the Congregate Settings Investigation and Response Unit.",-1.0,Net2Aspire,Remote,Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,0,0,65,80,72.5,Net2Aspire,-1,-1,0,0,0,0,0
Data Scientist,$65K - $80K (Employer est.),"Title: Data Scientist
Work Location: Bethesda, MD
Work Location Address: 100 % remote 6801 Rockledge Drive, Bethesda, MD 20817 , Bethesda, 0
Start Date: 9/6/2022
Job Description:
THIS IS A PART TIME POSITION OF 10-20 HOURS/WEEK AND MAY BE EXTENDED.
Position is 100% remote, but any candidate MUST work East Coast Hours.",-1.0,"HCL Global Systems, Inc.",Remote,-1,-1,-1,-1,-1,-1,0,0,65,80,72.5,"HCL Global Systems, Inc.",-1,-1,0,0,0,0,0
Data Scientist - 2023 Entry Level Sales (Accelerate),$65K - $80K (Employer est.),"Introduction
Ranked by Forbes as one of the world’s best employers in 2021, IBM promotes growth and innovation to lead as we enter the era of hybrid cloud and AI – helping clients transform their business.

As a Data Scientist, you will work with a technical pre-sales agile team to co-develop innovative business solutions with our clients. You will be directly impacting the world’s most influential enterprises and brands on the adoption of next-generation platforms.

IBM’s comprehensive onboarding program and industry-leading learning culture will prepare you with a strong foundation for client success. Our sales environment is collaborative and experiential. You'll be surrounded by bright minds and keen co-creators ready to assist as you apply practices that will compel our clients to invest in IBM's products and services.


In this role, you’ll be the go-to subject matter expert, collaborating with colleagues from various roles to define solutions and lead the way in how they get built in the age of cloud and AI. This role is hands-on; co-creating using data science, machine learning and programming skills in six-week client engagements.

A 'Day-in-the Life' of a Data Scientist may include, but not be limited to:
To be successful in this role, you will need:
Opportunities are available in: Atlanta GA, Boston MA, Chicago IL, Dallas TX, New York NY, San Francisco CA, and Washington DC – to name a few.

If you are hired into a Colorado work location, the anticipated compensation range for the position $73,000 to $152,000 is based on a full-time schedule. Your ultimate compensation may vary depending on your job-related skills and experience. For part time roles, the compensation will be adjusted appropriately.",4.1,"IBM
4.1","New York, NY",10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,65,80,72.5,"IBM
", NY,109,0,0,0,0,0
Data Scientist,$65K - $80K (Employer est.),"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths, but believe we only win as a team. We’re transforming the way people find what they love - and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a $2B+ company, our growing business is looking for data scientists to join us in the revolutionization of retail.
ABOUT THE ROLE",3.1,"Stitch Fix
3.1",Remote,10000+ Employees,2011,Company - Public,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD),0,0,65,80,72.5,"Stitch Fix
",-1,9,0,0,0,0,0
"Early Career Data Scientist 1 - Mathematics, Statistics",$65K - $80K (Employer est.),"Early Career Data Scientist 1 - Mathematics, Statistics
United States; Richland, Washington; Seattle, Washington
National Security
Regular Full-Time
Yes
08/22/2022
4455
Job Description",4.1,"Pacific Northwest National Laboratory
4.1","Richland, WA",5001 to 10000 Employees,1965,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),0,0,65,80,72.5,"Pacific Northwest National Laboratory
", WA,55,0,0,0,0,0
Data Scientist II,$65K - $80K (Employer est.),"JOB DESCRIPTION
At Levi Strauss & Co, we are revolutionizing the apparel business and redefining the way denim is made.
We are taking one of the world's most iconic brands into the next century:
from creating machine learning-powered denim finishes to using block-chain for our factory workers' wellbeing, to building algorithms to better meet the needs of our consumers and optimize our supply chain.
Be a pioneer in the fashion industry by joining our global Data, Analytics & AI ""startup with assets,"" where you will have the chance to build exciting solutions to impact our Global business and at the same time be part of a bigger, across-continents, data community.
Be a pioneer in the fashion industry by joining our global merchandise planning data science team, where you will have the chance to build exciting solutions to improve our business and at the same time be part of a bigger, across-continents, data science community. As a Data Scientist II, you will help develop models that address specific needs while bringing research into production. You will report in the Global Head of AI for Demand & Supply.
San Francisco, CA, USA
Full time",4.0,"Levi Strauss & Co.
4.0",Remote,10000+ Employees,1853,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$1 to $5 billion (USD),0,0,65,80,72.5,"Levi Strauss & Co.
",-1,167,0,0,0,0,0
